,county,inmate_num,non_inmate_num,month,2020
9,Fresno,80.0,410.0,9,0
10,Glenn,0.0,0.0,9,0
11,Humboldt,220.0,188.0,9,0
12,Imperial,-0.0,0.0,9,0
13,Inyo,120.0,85.0,9,0
14,Kern,-0.0,870.0,9,0
15,Kings,-0.0,0.0,9,0
16,Lake,100.0,86.0,9,0
17,Lassen,200.0,125.0,9,0
18,Los Angeles,680.0,709.0,9,0
19,Madera,-0.0,119.0,9,0
20,Marin,-0.0,81.0,9,0
21,Mariposa,100.0,8.0,9,0
22,Mendocino,200.0,157.0,9,0
23,Merced,-0.0,0.0,9,0
24,Modoc,100.0,2.0,9,0
25,Mono,120.0,108.0,9,0
26,Monterey,120.0,166.0,9,0
27,Napa,-0.0,243.0,9,0
28,Nevada,100.0,63.0,9,0
29,Orange,-0.0,367.0,9,0
30,Placer,100.0,531.0,9,0
31,Plumas,-0.0,262.0,9,0
32,Riverside,475.0,669.0,9,0
33,Sacramento,-0.0,122.0,9,0
34,San Benito,-0.0,26.0,9,0
35,San Bernardino,320.0,742.0,9,0
36,San Diego,420.0,806.0,9,0
37,San Joaquin,-0.0,40.0,9,0
38,San Luis Obispo,100.0,357.0,9,0
39,San Mateo,-0.0,81.0,9,0
40,Santa Barbara,-0.0,625.0,9,0
41,Santa Clara,-0.0,613.0,9,0
42,Santa Cruz,0.0,0.0,9,0
43,Shasta,100.0,386.0,9,0
44,Sierra,-0.0,0.0,9,0
45,Siskiyou,80.0,26.0,9,0
46,Solano,120.0,43.0,9,0
47,Sonoma,-0.0,163.0,9,0
48,Stanislaus,-0.0,383.0,9,0
49,Sutter,-0.0,81.0,9,0
50,Tehama,220.0,142.0,9,0
51,Trinity,120.0,33.0,9,0
52,Tulare,180.0,615.0,9,0
53,Tuolumne,120.0,73.0,9,0
54,Ventura,100.0,553.0,9,0
55,Yolo,-0.0,81.0,9,0
56,Yuba,-0.0,81.0,9,0
0,Alameda,-0.0,122.0,9,1
1,Alpine,-0.0,0.0,9,1
2,Amador,65.0,16.0,9,1
3,Butte,-0.0,419.0,9,1
4,Calaveras,48.0,55.0,9,1
5,Colusa,47.0,157.0,9,1
6,Contra Costa,-0.0,163.0,9,1
7,Del Norte,39.0,6.0,9,1
8,El Dorado,72.0,489.0,9,1
9,Fresno,48.0,442.0,9,1
10,Glenn,0.0,0.0,9,1
11,Humboldt,91.0,317.0,9,1
12,Imperial,-0.0,0.0,9,1
13,Inyo,56.0,85.0,9,1
14,Kern,-0.0,870.0,9,1
15,Kings,-0.0,0.0,9,1
16,Lake,50.0,86.0,9,1
17,Lassen,95.0,125.0,9,1
18,Los Angeles,262.0,1127.0,9,1
19,Madera,-0.0,119.0,9,1
20,Marin,-0.0,81.0,9,1
21,Mariposa,50.0,8.0,9,1
22,Mendocino,94.0,157.0,9,1
23,Merced,-0.0,0.0,9,1
24,Modoc,45.0,2.0,9,1
25,Mono,56.0,108.0,9,1
26,Monterey,44.0,242.0,9,1
27,Napa,-0.0,243.0,9,1
28,Nevada,41.0,122.0,9,1
29,Orange,-0.0,367.0,9,1
30,Placer,41.0,531.0,9,1
31,Plumas,-0.0,262.0,9,1
32,Riverside,166.0,978.0,9,1
33,Sacramento,-0.0,122.0,9,1
34,San Benito,-0.0,26.0,9,1
35,San Bernardino,124.0,938.0,9,1
36,San Diego,134.0,1092.0,9,1
37,San Joaquin,-0.0,40.0,9,1
38,San Luis Obispo,70.0,357.0,9,1
39,San Mateo,-0.0,81.0,9,1
40,Santa Barbara,-0.0,625.0,9,1
41,Santa Clara,-0.0,613.0,9,1
42,Santa Cruz,0.0,0.0,9,1
43,Shasta,5.0,386.0,9,1
44,Sierra,-0.0,0.0,9,1
45,Siskiyou,41.0,26.0,9,1
46,Solano,50.0,113.0,9,1
47,Sonoma,-0.0,163.0,9,1
48,Stanislaus,-0.0,383.0,9,1
49,Sutter,-0.0,81.0,9,1
50,Tehama,99.0,142.0,9,1
51,Trinity,46.0,33.0,9,1
52,Tulare,91.0,615.0,9,1
53,Tuolumne,56.0,73.0,9,1
54,Ventura,7.0,646.0,9,1
55,Yolo,-0.0,81.0,9,1
56,Yuba,-0.0,81.0,9,1
0,Alameda,-0.0,204.0,10,0
1,Alpine,-0.0,0.0,10,0
2,Amador,40.0,0.0,10,0
3,Butte,-0.0,419.0,10,0
4,Calaveras,114.0,8.0,10,0
5,Colusa,0.0,0.0,10,0
6,Contra Costa,-0.0,163.0,10,0
7,Del Norte,100.0,6.0,10,0
8,El Dorado,120.0,370.0,10,0
9,Fresno,80.0,206.0,10,0
10,Glenn,40.0,-0.0,10,0
11,Humboldt,122.0,-0.0,10,0
12,Imperial,-0.0,0.0,10,0
13,Inyo,0.0,0.0,10,0
14,Kern,-0.0,122.0,10,0
15,Kings,-0.0,0.0,10,0
16,Lake,100.0,86.0,10,0
17,Lassen,40.0,-0.0,10,0
18,Los Angeles,680.0,14.0,10,0
19,Madera,-0.0,0.0,10,0
20,Marin,-0.0,163.0,10,0
21,Mariposa,100.0,8.0,10,0
22,Mendocino,200.0,157.0,10,0
23,Merced,-0.0,0.0,10,0
24,Modoc,0.0,0.0,10,0
25,Mono,0.0,0.0,10,0
26,Monterey,120.0,43.0,10,0
27,Napa,-0.0,243.0,10,0
28,Nevada,100.0,22.0,10,0
29,Orange,-0.0,653.0,10,0
30,Placer,100.0,63.0,10,0
31,Plumas,-0.0,0.0,10,0
32,Riverside,475.0,138.0,10,0
33,Sacramento,-0.0,40.0,10,0
34,San Benito,-0.0,26.0,10,0
35,San Bernardino,320.0,619.0,10,0
36,San Diego,420.0,1133.0,10,0
37,San Joaquin,-0.0,0.0,10,0
38,San Luis Obispo,100.0,145.0,10,0
39,San Mateo,-0.0,40.0,10,0
40,Santa Barbara,-0.0,367.0,10,0
41,Santa Clara,-0.0,163.0,10,0
42,Santa Cruz,100.0,145.0,10,0
43,Shasta,100.0,104.0,10,0
44,Sierra,-0.0,0.0,10,0
45,Siskiyou,80.0,1.0,10,0
46,Solano,120.0,247.0,10,0
47,Sonoma,-0.0,490.0,10,0
48,Stanislaus,-0.0,81.0,10,0
49,Sutter,-0.0,0.0,10,0
50,Tehama,220.0,142.0,10,0
51,Trinity,81.0,-0.0,10,0
52,Tulare,180.0,146.0,10,0
53,Tuolumne,0.0,0.0,10,0
54,Ventura,100.0,594.0,10,0
55,Yolo,-0.0,0.0,10,0
56,Yuba,-0.0,81.0,10,0
0,Alameda,-0.0,204.0,10,1
1,Alpine,-0.0,0.0,10,1
2,Amador,40.0,0.0,10,1
3,Butte,-0.0,419.0,10,1
4,Calaveras,48.0,55.0,10,1
5,Colusa,0.0,0.0,10,1
6,Contra Costa,-0.0,163.0,10,1
7,Del Norte,39.0,6.0,10,1
8,El Dorado,72.0,418.0,10,1
9,Fresno,48.0,238.0,10,1
10,Glenn,40.0,-0.0,10,1
11,Humboldt,91.0,31.0,10,1
12,Imperial,-0.0,0.0,10,1
13,Inyo,0.0,0.0,10,1
14,Kern,-0.0,122.0,10,1
15,Kings,-0.0,0.0,10,1
16,Lake,50.0,86.0,10,1
17,Lassen,40.0,-0.0,10,1
18,Los Angeles,262.0,432.0,10,1
19,Madera,-0.0,0.0,10,1
20,Marin,-0.0,163.0,10,1
21,Mariposa,50.0,8.0,10,1
22,Mendocino,94.0,157.0,10,1
23,Merced,-0.0,0.0,10,1
24,Modoc,0.0,0.0,10,1
25,Mono,0.0,0.0,10,1
26,Monterey,44.0,119.0,10,1
27,Napa,-0.0,243.0,10,1
28,Nevada,41.0,81.0,10,1
29,Orange,-0.0,653.0,10,1
30,Placer,41.0,122.0,10,1
31,Plumas,-0.0,0.0,10,1
32,Riverside,166.0,447.0,10,1
33,Sacramento,-0.0,40.0,10,1
34,San Benito,-0.0,26.0,10,1
35,San Bernardino,124.0,815.0,10,1
36,San Diego,134.0,1419.0,10,1
37,San Joaquin,-0.0,0.0,10,1
38,San Luis Obispo,70.0,175.0,10,1
39,San Mateo,-0.0,40.0,10,1
40,Santa Barbara,-0.0,367.0,10,1
41,Santa Clara,-0.0,163.0,10,1
42,Santa Cruz,50.0,195.0,10,1
43,Shasta,5.0,199.0,10,1
44,Sierra,-0.0,0.0,10,1
45,Siskiyou,41.0,26.0,10,1
46,Solano,50.0,317.0,10,1
47,Sonoma,-0.0,490.0,10,1
48,Stanislaus,-0.0,81.0,10,1
49,Sutter,-0.0,0.0,10,1
50,Tehama,99.0,142.0,10,1
51,Trinity,46.0,33.0,10,1
52,Tulare,91.0,235.0,10,1
53,Tuolumne,0.0,0.0,10,1
54,Ventura,7.0,687.0,10,1
55,Yolo,-0.0,0.0,10,1
56,Yuba,-0.0,81.0,10,1
0,Alameda,-0.0,40.0,11,0
1,Alpine,-0.0,0.0,11,0
2,Amador,0.0,0.0,11,0
3,Butte,-0.0,245.0,11,0
4,Calaveras,0.0,0.0,11,0
5,Colusa,0.0,0.0,11,0
6,Contra Costa,-0.0,40.0,11,0
7,Del Norte,0.0,0.0,11,0
8,El Dorado,0.0,0.0,11,0
9,Fresno,0.0,0.0,11,0
10,Glenn,0.0,0.0,11,0
11,Humboldt,40.0,-0.0,11,0
12,Imperial,-0.0,0.0,11,0
13,Inyo,0.0,0.0,11,0
14,Kern,-0.0,0.0,11,0
15,Kings,-0.0,0.0,11,0
16,Lake,100.0,22.0,11,0
17,Lassen,40.0,-0.0,11,0
18,Los Angeles,613.0,-0.0,11,0
19,Madera,-0.0,0.0,11,0
20,Marin,-0.0,0.0,11,0
21,Mariposa,0.0,0.0,11,0
22,Mendocino,81.0,-0.0,11,0
23,Merced,-0.0,0.0,11,0
24,Modoc,0.0,0.0,11,0
25,Mono,40.0,-0.0,11,0
26,Monterey,40.0,-0.0,11,0
27,Napa,-0.0,122.0,11,0
28,Nevada,0.0,0.0,11,0
29,Orange,-0.0,0.0,11,0
30,Placer,100.0,22.0,11,0
31,Plumas,-0.0,0.0,11,0
32,Riverside,204.0,-0.0,11,0
33,Sacramento,-0.0,81.0,11,0
34,San Benito,-0.0,26.0,11,0
35,San Bernardino,320.0,6.0,11,0
36,San Diego,81.0,-0.0,11,0
37,San Joaquin,-0.0,0.0,11,0
38,San Luis Obispo,100.0,22.0,11,0
39,San Mateo,-0.0,0.0,11,0
40,Santa Barbara,-0.0,326.0,11,0
41,Santa Clara,-0.0,0.0,11,0
42,Santa Cruz,40.0,-0.0,11,0
43,Shasta,40.0,-0.0,11,0
44,Sierra,-0.0,0.0,11,0
45,Siskiyou,0.0,0.0,11,0
46,Solano,40.0,-0.0,11,0
47,Sonoma,-0.0,163.0,11,0
48,Stanislaus,-0.0,0.0,11,0
49,Sutter,-0.0,0.0,11,0
50,Tehama,122.0,-0.0,11,0
51,Trinity,0.0,0.0,11,0
52,Tulare,0.0,0.0,11,0
53,Tuolumne,0.0,0.0,11,0
54,Ventura,100.0,186.0,11,0
55,Yolo,-0.0,81.0,11,0
56,Yuba,-0.0,0.0,11,0
0,Alameda,-0.0,40.0,11,1
1,Alpine,-0.0,0.0,11,1
2,Amador,0.0,0.0,11,1
3,Butte,-0.0,245.0,11,1
4,Calaveras,0.0,0.0,11,1
5,Colusa,0.0,0.0,11,1
6,Contra Costa,-0.0,40.0,11,1
7,Del Norte,0.0,0.0,11,1
8,El Dorado,0.0,0.0,11,1
9,Fresno,0.0,0.0,11,1
10,Glenn,0.0,0.0,11,1
11,Humboldt,40.0,-0.0,11,1
12,Imperial,-0.0,0.0,11,1
13,Inyo,0.0,0.0,11,1
14,Kern,-0.0,0.0,11,1
15,Kings,-0.0,0.0,11,1
16,Lake,50.0,72.0,11,1
17,Lassen,40.0,-0.0,11,1
18,Los Angeles,262.0,351.0,11,1
19,Madera,-0.0,0.0,11,1
20,Marin,-0.0,0.0,11,1
21,Mariposa,0.0,0.0,11,1
22,Mendocino,81.0,-0.0,11,1
23,Merced,-0.0,0.0,11,1
24,Modoc,0.0,0.0,11,1
25,Mono,40.0,-0.0,11,1
26,Monterey,40.0,-0.0,11,1
27,Napa,-0.0,122.0,11,1
28,Nevada,0.0,0.0,11,1
29,Orange,-0.0,0.0,11,1
30,Placer,41.0,81.0,11,1
31,Plumas,-0.0,0.0,11,1
32,Riverside,166.0,38.0,11,1
33,Sacramento,-0.0,81.0,11,1
34,San Benito,-0.0,26.0,11,1
35,San Bernardino,124.0,202.0,11,1
36,San Diego,81.0,-0.0,11,1
37,San Joaquin,-0.0,0.0,11,1
38,San Luis Obispo,70.0,52.0,11,1
39,San Mateo,-0.0,0.0,11,1
40,Santa Barbara,-0.0,326.0,11,1
41,Santa Clara,-0.0,0.0,11,1
42,Santa Cruz,40.0,-0.0,11,1
43,Shasta,5.0,35.0,11,1
44,Sierra,-0.0,0.0,11,1
45,Siskiyou,0.0,0.0,11,1
46,Solano,40.0,-0.0,11,1
47,Sonoma,-0.0,163.0,11,1
48,Stanislaus,-0.0,0.0,11,1
49,Sutter,-0.0,0.0,11,1
50,Tehama,99.0,23.0,11,1
51,Trinity,0.0,0.0,11,1
52,Tulare,0.0,0.0,11,1
53,Tuolumne,0.0,0.0,11,1
54,Ventura,7.0,279.0,11,1
55,Yolo,-0.0,81.0,11,1
56,Yuba,-0.0,0.0,11,1
0,Alameda,-0.0,0.0,12,0
1,Alpine,-0.0,0.0,12,0
2,Amador,0.0,0.0,12,0
3,Butte,-0.0,0.0,12,0
4,Calaveras,0.0,0.0,12,0
5,Colusa,0.0,0.0,12,0
6,Contra Costa,-0.0,40.0,12,0
7,Del Norte,0.0,0.0,12,0
8,El Dorado,120.0,2.0,12,0
9,Fresno,0.0,0.0,12,0
10,Glenn,0.0,0.0,12,0
11,Humboldt,0.0,0.0,12,0
12,Imperial,-0.0,0.0,12,0
13,Inyo,0.0,0.0,12,0
14,Kern,-0.0,163.0,12,0
15,Kings,-0.0,0.0,12,0
16,Lake,0.0,0.0,12,0
17,Lassen,0.0,0.0,12,0
18,Los Angeles,204.0,-0.0,12,0
19,Madera,-0.0,0.0,12,0
20,Marin,-0.0,0.0,12,0
21,Mariposa,0.0,0.0,12,0
22,Mendocino,40.0,-0.0,12,0
23,Merced,-0.0,0.0,12,0
24,Modoc,0.0,0.0,12,0
25,Mono,0.0,0.0,12,0
26,Monterey,120.0,2.0,12,0
27,Napa,-0.0,0.0,12,0
28,Nevada,40.0,-0.0,12,0
29,Orange,-0.0,0.0,12,0
30,Placer,0.0,0.0,12,0
31,Plumas,-0.0,0.0,12,0
32,Riverside,122.0,-0.0,12,0
33,Sacramento,-0.0,0.0,12,0
34,San Benito,-0.0,0.0,12,0
35,San Bernardino,81.0,-0.0,12,0
36,San Diego,163.0,-0.0,12,0
37,San Joaquin,-0.0,0.0,12,0
38,San Luis Obispo,0.0,0.0,12,0
39,San Mateo,-0.0,0.0,12,0
40,Santa Barbara,-0.0,40.0,12,0
41,Santa Clara,-0.0,81.0,12,0
42,Santa Cruz,0.0,0.0,12,0
43,Shasta,0.0,0.0,12,0
44,Sierra,-0.0,0.0,12,0
45,Siskiyou,0.0,0.0,12,0
46,Solano,0.0,0.0,12,0
47,Sonoma,-0.0,0.0,12,0
48,Stanislaus,-0.0,0.0,12,0
49,Sutter,-0.0,0.0,12,0
50,Tehama,0.0,0.0,12,0
51,Trinity,0.0,0.0,12,0
52,Tulare,0.0,0.0,12,0
53,Tuolumne,0.0,0.0,12,0
54,Ventura,81.0,-0.0,12,0
55,Yolo,-0.0,0.0,12,0
56,Yuba,-0.0,0.0,12,0
0,Alameda,-0.0,0.0,12,1
1,Alpine,-0.0,0.0,12,1
2,Amador,0.0,0.0,12,1
3,Butte,-0.0,0.0,12,1
4,Calaveras,0.0,0.0,12,1
5,Colusa,0.0,0.0,12,1
6,Contra Costa,-0.0,40.0,12,1
7,Del Norte,0.0,0.0,12,1
8,El Dorado,72.0,50.0,12,1
9,Fresno,0.0,0.0,12,1
10,Glenn,0.0,0.0,12,1
11,Humboldt,0.0,0.0,12,1
12,Imperial,-0.0,0.0,12,1
13,Inyo,0.0,0.0,12,1
14,Kern,-0.0,163.0,12,1
15,Kings,-0.0,0.0,12,1
16,Lake,0.0,0.0,12,1
17,Lassen,0.0,0.0,12,1
18,Los Angeles,204.0,-0.0,12,1
19,Madera,-0.0,0.0,12,1
20,Marin,-0.0,0.0,12,1
21,Mariposa,0.0,0.0,12,1
22,Mendocino,40.0,-0.0,12,1
23,Merced,-0.0,0.0,12,1
24,Modoc,0.0,0.0,12,1
25,Mono,0.0,0.0,12,1
26,Monterey,44.0,78.0,12,1
27,Napa,-0.0,0.0,12,1
28,Nevada,40.0,-0.0,12,1
29,Orange,-0.0,0.0,12,1
30,Placer,0.0,0.0,12,1
31,Plumas,-0.0,0.0,12,1
32,Riverside,122.0,-0.0,12,1
33,Sacramento,-0.0,0.0,12,1
34,San Benito,-0.0,0.0,12,1
35,San Bernardino,81.0,-0.0,12,1
36,San Diego,134.0,29.0,12,1
37,San Joaquin,-0.0,0.0,12,1
38,San Luis Obispo,0.0,0.0,12,1
39,San Mateo,-0.0,0.0,12,1
40,Santa Barbara,-0.0,40.0,12,1
41,Santa Clara,-0.0,81.0,12,1
42,Santa Cruz,0.0,0.0,12,1
43,Shasta,0.0,0.0,12,1
44,Sierra,-0.0,0.0,12,1
45,Siskiyou,0.0,0.0,12,1
46,Solano,0.0,0.0,12,1
47,Sonoma,-0.0,0.0,12,1
48,Stanislaus,-0.0,0.0,12,1
49,Sutter,-0.0,0.0,12,1
50,Tehama,0.0,0.0,12,1
51,Trinity,0.0,0.0,12,1
52,Tulare,0.0,0.0,12,1
53,Tuolumne,0.0,0.0,12,1
54,Ventura,7.0,74.0,12,1
55,Yolo,-0.0,0.0,12,1
56,Yuba,-0.0,0.0,12,1
